city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,will_change_career
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,2,18,0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,,38,1
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,99,0
city_28,0.939,,No relevent experience,Part time course,High School,,4,100-500,,0,7,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,,,1,154,0
city_138,0.836,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,8,0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,Oct-49,Public Sector,1,7,1
city_21,0.624,,No relevent experience,no_enrollment,Primary School,,4,,,0,6,1
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,1,242,0
city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,109,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,50,1
city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,Pvt Ltd,0,106,1
city_104,0.924,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,9,0
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,48,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,22,0
city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Oct-49,Funded Startup,1,22,0
city_115,0.789,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,,,1,43,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,1,23,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,2,92,0
city_73,0.754,Female,Has relevent experience,Part time course,Graduate,STEM,8,,,3,57,1
city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,163,1
city_114,0.926,,No relevent experience,no_enrollment,High School,,5,,,0,48,0
city_21,0.624,Male,Has relevent experience,,Graduate,STEM,14,10000+,Pvt Ltd,1,78,1
city_36,0.893,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,11,0
city_61,0.913,Male,Has relevent experience,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,3,46,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,91,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,50-99,Funded Startup,>4,59,0
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,4,51,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,63,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Early Stage Startup,1,90,0
city_13,0.8270000000000001,,Has relevent experience,Full time course,High School,,7,1000-4999,Pvt Ltd,1,77,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,126,0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,20,,,>4,56,1
city_21,0.624,Male,No relevent experience,Full time course,High School,,3,,,0,34,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Business Degree,7,1000-4999,Pvt Ltd,4,34,0
city_103,0.92,,Has relevent experience,no_enrollment,Masters,Other,15,1000-4999,Pvt Ltd,4,43,0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,70,0
city_24,0.698,Female,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,3,6,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,4,42,0
city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,150,0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,2,102,1
city_160,0.92,,Has relevent experience,no_enrollment,Masters,STEM,4,,,1,39,1
city_114,0.926,Female,No relevent experience,Full time course,Masters,STEM,10,,Public Sector,1,196,0
city_65,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,1,316,0
city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,>4,27,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,16,50-99,Pvt Ltd,3,8,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Primary School,,>20,50-99,Pvt Ltd,1,18,0
city_162,0.767,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,3,29,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,21,0
city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,86,0
city_162,0.767,Male,No relevent experience,Part time course,Masters,STEM,4,,,2,74,1
city_62,0.645,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,2,11,0
city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,13,,,0,6,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,<1,50-99,NGO,1,13,0
city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,Other,9,Oct-49,Early Stage Startup,1,52,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,16,50-99,Pvt Ltd,>4,3,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,,>4,128,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Other,1,88,1
city_103,0.92,Male,Has relevent experience,Part time course,Phd,STEM,>20,100-500,Pvt Ltd,>4,52,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,79,0
city_142,0.727,Male,Has relevent experience,Full time course,Graduate,STEM,7,,,>4,24,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Pvt Ltd,2,292,0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,<1,Oct-49,Pvt Ltd,1,4,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,4,42,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,20,10000+,Pvt Ltd,>4,54,1
city_103,0.92,,No relevent experience,no_enrollment,Graduate,Business Degree,11,,,2,78,1
city_21,0.624,Male,No relevent experience,Full time course,High School,,5,50-99,Funded Startup,1,316,1
city_90,0.698,Male,No relevent experience,no_enrollment,High School,,3,50-99,Pvt Ltd,1,13,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,100-500,Pvt Ltd,3,106,0
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,75,1
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,8,1000-4999,Pvt Ltd,4,85,0
city_16,0.91,Male,No relevent experience,no_enrollment,Phd,STEM,5,1000-4999,Public Sector,1,128,0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Early Stage Startup,1,20,1
city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,2,135,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Public Sector,2,21,0
city_104,0.924,,Has relevent experience,no_enrollment,Graduate,Humanities,3,500-999,Pvt Ltd,2,3,0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,7,,,1,224,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,18,0
city_46,0.762,,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,83,0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Funded Startup,2,74,0
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,,2,112,0
city_21,0.624,Male,No relevent experience,Full time course,High School,,5,,,0,165,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,,>4,78,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,28,0
city_64,0.6659999999999999,Male,No relevent experience,no_enrollment,Phd,Business Degree,>20,,,>4,112,0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,19,50-99,Funded Startup,3,19,0
city_102,0.804,,Has relevent experience,no_enrollment,Graduate,STEM,10,,,0,9,1
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,>4,23,0
city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,<10,Pvt Ltd,>4,66,0
city_134,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,5,,,1,46,1
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Arts,4,50-99,NGO,4,54,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,10000+,Pvt Ltd,1,145,1
city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Pvt Ltd,3,29,1
city_103,0.92,Male,No relevent experience,Full time course,High School,,5,,,1,106,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,1,79,1
city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,,>4,55,0
city_74,0.579,Male,Has relevent experience,Full time course,Graduate,STEM,5,Oct-49,Pvt Ltd,2,83,1
city_102,0.804,,Has relevent experience,Full time course,Masters,STEM,10,Oct-49,Pvt Ltd,1,43,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,4,81,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,>4,21,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Pvt Ltd,2,18,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,,>4,77,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,27,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,1,9,0
city_114,0.926,Male,No relevent experience,Part time course,Masters,STEM,>20,<10,Funded Startup,1,15,0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,15,1000-4999,Pvt Ltd,2,94,0
city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,High School,,10,,,1,18,0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Pvt Ltd,3,105,0
city_67,0.855,,No relevent experience,no_enrollment,Masters,Business Degree,19,1000-4999,Pvt Ltd,2,15,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,3,0
city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,2,57,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,0,7,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,,,1,104,0
city_67,0.855,Male,Has relevent experience,Full time course,High School,,4,100-500,,0,2,0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,Oct-49,Pvt Ltd,1,17,0
city_9,0.743,,No relevent experience,Part time course,Primary School,,2,50-99,Funded Startup,1,44,1
city_41,0.8270000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,5,100-500,NGO,1,94,0
city_144,0.84,,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,1,210,1
city_114,0.926,Male,No relevent experience,no_enrollment,High School,,10,50-99,Pvt Ltd,4,121,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,2,86,0
city_142,0.727,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,4,254,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,5000-9999,NGO,>4,90,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,5,,Pvt Ltd,>4,56,0
city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,18,0
city_83,0.923,Male,No relevent experience,Full time course,High School,,2,,,0,52,0
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Other,16,10000+,Pvt Ltd,>4,43,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Pvt Ltd,1,43,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,3,27,0
city_61,0.913,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,1,43,1
city_76,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,19,1
city_74,0.579,,Has relevent experience,no_enrollment,High School,,<1,,,0,160,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,>4,15,0
city_67,0.855,,Has relevent experience,no_enrollment,Masters,STEM,3,,,1,15,0
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,No Major,1,<10,Pvt Ltd,1,156,0
city_67,0.855,Male,No relevent experience,Full time course,Masters,STEM,17,,,2,18,0
city_103,0.92,Male,No relevent experience,,High School,,1,,,0,61,1
city_103,0.92,,Has relevent experience,,Graduate,Humanities,>20,,,1,258,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,96,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,19,500-999,NGO,1,14,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,5000-9999,Pvt Ltd,2,62,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,4,50-99,Pvt Ltd,1,12,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,42,0
city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,1,5000-9999,Pvt Ltd,1,92,0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,20,0
city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,7,10000+,Pvt Ltd,1,34,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,47,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,4,61,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,Pvt Ltd,>4,168,1
city_152,0.698,,Has relevent experience,Full time course,Graduate,STEM,11,Oct-49,Pvt Ltd,1,50,1
city_61,0.913,,Has relevent experience,no_enrollment,,,19,1000-4999,Pvt Ltd,>4,23,1
city_150,0.698,Male,No relevent experience,Full time course,Phd,STEM,>20,10000+,Public Sector,>4,3,0
city_100,0.887,,Has relevent experience,no_enrollment,High School,,6,50-99,Pvt Ltd,1,30,0
city_53,0.74,Female,Has relevent experience,Full time course,Graduate,STEM,11,Oct-49,Pvt Ltd,0,73,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,37,1
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,No Major,>20,,,>4,8,0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,2,70,0
city_136,0.897,,Has relevent experience,no_enrollment,Phd,STEM,16,<10,Funded Startup,,5,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,>4,7,0
city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,10,<10,Pvt Ltd,3,86,0
city_90,0.698,,Has relevent experience,Full time course,Graduate,STEM,14,<10,Pvt Ltd,1,12,1
city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Humanities,<1,50-99,Funded Startup,1,56,0
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,4,,,0,30,0
city_65,0.802,Male,No relevent experience,Full time course,High School,,2,Oct-49,Early Stage Startup,1,34,1
city_141,0.763,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Funded Startup,1,86,0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,232,0
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,19,1000-4999,Pvt Ltd,1,90,0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,6,0
city_162,0.767,,No relevent experience,,High School,,5,,,1,32,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,18,100-500,Pvt Ltd,4,22,0
city_11,0.55,,Has relevent experience,no_enrollment,Graduate,Business Degree,2,50-99,Pvt Ltd,1,66,1
city_16,0.91,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,NGO,3,48,0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,130,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,8,,,1,100,1
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Other,2,64,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,500-999,Funded Startup,0,28,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,0,64,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,3,21,1
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Oct-49,Pvt Ltd,3,24,0
city_103,0.92,,No relevent experience,no_enrollment,High School,,<1,,,0,94,0
city_54,0.856,Male,No relevent experience,no_enrollment,Phd,STEM,17,,,1,50,0
city_100,0.887,,Has relevent experience,no_enrollment,High School,,8,50-99,Pvt Ltd,1,92,0
city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,2,,,0,40,0
city_21,0.624,,No relevent experience,Full time course,High School,,2,,,0,15,1
city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,<10,Pvt Ltd,>4,18,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,94,1
city_57,0.866,Male,Has relevent experience,Full time course,Graduate,STEM,8,Oct-49,Pvt Ltd,1,44,0
city_21,0.624,Male,No relevent experience,Full time course,High School,,4,,,1,105,1
city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,Humanities,15,1000-4999,Pvt Ltd,4,12,0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,NGO,0,9,1
city_103,0.92,Male,No relevent experience,no_enrollment,,,<1,,,0,79,0
city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,12,100-500,NGO,1,70,0
city_149,0.6890000000000001,Male,Has relevent experience,Full time course,Masters,STEM,17,50-99,NGO,>4,105,0
city_74,0.579,Male,No relevent experience,Full time course,High School,,3,,Pvt Ltd,0,78,0
city_16,0.91,,Has relevent experience,Full time course,Graduate,Other,8,,,1,6,0
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,2,27,0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,,1,174,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,2,212,0
city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,,>4,13,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,1,41,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,,,0,4,0
city_116,0.743,,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,>4,112,0
city_94,0.698,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,88,0
city_11,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,3,,,1,13,0
city_24,0.698,Male,No relevent experience,Full time course,High School,,2,,,,18,0
city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,3,85,0
city_74,0.579,,No relevent experience,Full time course,High School,,1,,,,102,1
city_16,0.91,,No relevent experience,no_enrollment,High School,,5,,,,42,0
city_50,0.8959999999999999,,No relevent experience,Full time course,Graduate,STEM,3,,,0,35,1
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,1,,,0,42,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,4,2,0
city_97,0.925,Male,No relevent experience,no_enrollment,Masters,Humanities,>20,,,>4,5,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,19,50-99,Funded Startup,1,130,0
city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,47,1
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,1,332,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,1,85,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,68,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,1,113,0
city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,2,24,0
city_116,0.743,,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,107,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,26,1
city_23,0.899,Male,Has relevent experience,no_enrollment,High School,,7,100-500,Pvt Ltd,0,30,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,500-999,Pvt Ltd,>4,21,0
city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,248,0
city_57,0.866,,No relevent experience,Full time course,High School,,<1,,,0,64,0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,47,0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,155,1
city_67,0.855,Female,No relevent experience,Full time course,Masters,STEM,11,,,>4,78,0
city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,<1,,,,18,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Funded Startup,4,44,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,80,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,55,0
city_67,0.855,,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,,1,9,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,91,0
city_65,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,80,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,43,1
city_28,0.939,,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,0,109,0
city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,19,100-500,Pvt Ltd,1,111,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,3,75,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,7,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,6,1000-4999,Pvt Ltd,1,88,0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,10,,,4,140,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,23,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,12,<10,Funded Startup,2,26,0
city_16,0.91,Male,No relevent experience,Full time course,High School,,6,,,0,20,0
city_19,0.682,Male,Has relevent experience,Full time course,Graduate,STEM,1,,,1,45,1
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,76,0
city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,2,,,1,43,0
city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,42,0
city_67,0.855,Male,No relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,6,0
city_123,0.738,,Has relevent experience,,Graduate,STEM,6,100-500,,3,134,0
city_98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,67,0
city_11,0.55,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,NGO,1,6,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,9,100-500,Pvt Ltd,4,68,0
city_11,0.55,Male,No relevent experience,Full time course,Graduate,Humanities,2,,,1,33,1
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,1,107,0
city_21,0.624,Male,No relevent experience,Full time course,High School,,9,,,1,8,0
city_75,0.939,,No relevent experience,Full time course,High School,,3,1000-4999,Pvt Ltd,1,52,0
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,>4,10,0
city_160,0.92,,Has relevent experience,no_enrollment,Graduate,Business Degree,9,,,0,34,0
city_114,0.926,Male,No relevent experience,no_enrollment,High School,,2,,,0,31,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,128,0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,23,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,5000-9999,Pvt Ltd,>4,67,1
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,>4,43,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,2,320,0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,3,81,0
city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,4,5000-9999,Pvt Ltd,1,19,0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,56,1
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,66,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,50-99,Other,1,127,0
city_103,0.92,Female,No relevent experience,Full time course,Graduate,Humanities,1,,,1,42,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,,,>4,31,1
city_152,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,65,0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,13,,,1,28,0
city_21,0.624,Male,No relevent experience,Full time course,High School,,10,,,0,68,0
